LRK nummer,datum_inspectie,type onderzoek,kleur vestiging,actuele_naam_oko,aantal_kindplaatsen,vve,inschrijfdatum,opvanglocatie_adres,opvanglocatie_postcode,opvanglocatie_woonplaats,longitude,latitude,naam_houder,kvk_nummer_houder,rechtsvorm_houder,houder_adres,houder_postcode,houder_woonplaats,houder_buitenland,correspondentie_adres,correspondentie_postcode,correspondentie_woonplaats,correspondentie_buitenland,contact_persoon,contact_telefoon,contact_emailadres,contact_website,kvkvestiging,houder.href,houder.text,houdervanaf,url
437899615,07/22/2014,Jaarlijks inspectiebezoek,groen,Partou KDV N. Lansdorpstraat 4,54,Nee,04/02/2012,N. Lansdorpstraat 4 ,1022KB,Amsterdam,4.9300552,52.4049208,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,24180874,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,02/08/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88634
437899615,04/10/2015,Jaarlijks inspectiebezoek,groen,Partou KDV N. Lansdorpstraat 4,54,Nee,04/02/2012,N. Lansdorpstraat 4 ,1022KB,Amsterdam,4.9300552,52.4049208,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,24180874,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,02/08/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88634
202509382,01/28/2014,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf Telraam B.V.,45,Nee,01/01/2010,Linnaeusparkweg 12 14,1098EA,Amsterdam,4.9315147,52.3556121,Kinderdagverblijf Telraam B.V.,33301940,BV,Linnaeusparkweg 12 14,1098EA,AMSTERDAM,,Linnaeusparkweg 12 14,1098EA,AMSTERDAM,,,020-6940901',kdv.telraam@planet.nl,,3746321,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3856&currentPage=0,Kinderdagverblijf Telraam B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30824
202509382,01/27/2015,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf Telraam B.V.,45,Nee,01/01/2010,Linnaeusparkweg 12 14,1098EA,Amsterdam,4.9315147,52.3556121,Kinderdagverblijf Telraam B.V.,33301940,BV,Linnaeusparkweg 12 14,1098EA,AMSTERDAM,,Linnaeusparkweg 12 14,1098EA,AMSTERDAM,,,020-6940901',kdv.telraam@planet.nl,,3746321,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3856&currentPage=0,Kinderdagverblijf Telraam B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30824
302418106,09/09/2014,Jaarlijks inspectiebezoek,oranje,Kinderopvang Kelsey B.V.,26,Nee,10/29/2012,Middenweg 97A ,1098AG,Amsterdam,4.9329034,52.3524991,Kinderopvang Kelsey B.V.,52562123,BV,IJburglaan 1497 ,1087KM,Amsterdam,,IJburglaan 1497 ,1087KM,Amsterdam,,Mevrouw N.D. Grootfaam,0203319002',info@kinderopvangkelsey.nl,http://www.kinderopvangkelsey.nl,25430041,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=10230&currentPage=0,Kinderopvang Kelsey B.V.,08/09/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=95444
172635925,10/21/2014,Jaarlijks inspectiebezoek,geel,KDV/BSO Cosmicus-Impuls,27,Ja,08/23/2013,Het Breed 10 ,1025HR,Amsterdam,4.9337722,52.3981958,Impuls Kinderopvang B.V. ,34217635,BV,Postbus 9139,1006AC,AMSTERDAM,,Postbus 9139,1006AC,AMSTERDAM,,Mevrouw M.M. Heijtel,020 5158888',gusta.deboer@impuls.nl,http://www.impuls.nl,27363252,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8093&currentPage=0,Impuls Kinderopvang B.V.,06/03/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=105079
141120496,03/05/2012,Jaarlijks inspectiebezoek,geel,De Kleine Roos-crËche,15,Nee,01/01/2010,Lorentzlaan 71 ,1097KJ,Amsterdam,4.9342076,52.3483967,Keurst,54304318,Eenmanszaak,,,,,Lorentzlaan 71 ,1097KJ,AMSTERDAM,,,020-4639495',,,4255852,,,06/07/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31023
141120496,04/26/2013,Jaarlijks inspectiebezoek,geel,De Kleine Roos-crËche,15,Nee,01/01/2010,Lorentzlaan 71 ,1097KJ,Amsterdam,4.9342076,52.3483967,Keurst,54304318,Eenmanszaak,,,,,Lorentzlaan 71 ,1097KJ,AMSTERDAM,,,020-4639495',,,4255852,,,06/07/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31023
141120496,08/27/2014,Jaarlijks inspectiebezoek,geel,De Kleine Roos-crËche,15,Nee,01/01/2010,Lorentzlaan 71 ,1097KJ,Amsterdam,4.9342076,52.3483967,Keurst,54304318,Eenmanszaak,,,,,Lorentzlaan 71 ,1097KJ,AMSTERDAM,,,020-4639495',,,4255852,,,06/07/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31023
148953098,03/29/2012,Jaarlijks inspectiebezoek,groen,Partou KDV Zeeburgerdijk 70,56,Ja,01/01/2010,Zeeburgerdijk 70 ,1094AG,Amsterdam,4.9349826,52.3659616,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589921,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/21/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31937
148953098,10/30/2013,Jaarlijks inspectiebezoek,groen,Partou KDV Zeeburgerdijk 70,56,Ja,01/01/2010,Zeeburgerdijk 70 ,1094AG,Amsterdam,4.9349826,52.3659616,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589921,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/21/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31937
148953098,11/25/2014,Jaarlijks inspectiebezoek,geel,Partou KDV Zeeburgerdijk 70,56,Ja,01/01/2010,Zeeburgerdijk 70 ,1094AG,Amsterdam,4.9349826,52.3659616,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589921,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/21/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31937
635196414,10/18/2013,Jaarlijks inspectiebezoek,geel,Partou KDV Sumatrakade 9-11,35,Nee,01/01/2010,Sumatrakade 9 11,1019BJ,Amsterdam,4.9350942,52.3779972,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589840,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31923
635196414,09/05/2014,Jaarlijks inspectiebezoek,geel,Partou KDV Sumatrakade 9-11,35,Nee,01/01/2010,Sumatrakade 9 11,1019BJ,Amsterdam,4.9350942,52.3779972,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589840,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31923
635196414,03/05/2015,Jaarlijks inspectiebezoek,oranje,Partou KDV Sumatrakade 9-11,35,Nee,01/01/2010,Sumatrakade 9 11,1019BJ,Amsterdam,4.9350942,52.3779972,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589840,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31923
135840156,12/12/2012,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf OASE,23,Ja,01/01/2010,Minahassastraat 37 ,1094RT,Amsterdam,4.9351845,52.3605518,Kinderdagverblijf OASE,34267678,VOF,Minahassastraat 37 ,1094RT,AMSTERDAM,,Minahassastraat 37 ,1094RT,AMSTERDAM,,,020-8854495',info@kinderdagverblijfoase.nl,http://www.kinderdagverblijfoase.nl,10047166,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3871&currentPage=0,Kinderdagverblijf OASE,05/15/2007,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30782
135840156,10/08/2013,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf OASE,23,Ja,01/01/2010,Minahassastraat 37 ,1094RT,Amsterdam,4.9351845,52.3605518,Kinderdagverblijf OASE,34267678,VOF,Minahassastraat 37 ,1094RT,AMSTERDAM,,Minahassastraat 37 ,1094RT,AMSTERDAM,,,020-8854495',info@kinderdagverblijfoase.nl,http://www.kinderdagverblijfoase.nl,10047166,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3871&currentPage=0,Kinderdagverblijf OASE,05/15/2007,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30782
135840156,09/09/2014,Jaarlijks inspectiebezoek,groen,Kinderdagverblijf OASE,23,Ja,01/01/2010,Minahassastraat 37 ,1094RT,Amsterdam,4.9351845,52.3605518,Kinderdagverblijf OASE,34267678,VOF,Minahassastraat 37 ,1094RT,AMSTERDAM,,Minahassastraat 37 ,1094RT,AMSTERDAM,,,020-8854495',info@kinderdagverblijfoase.nl,http://www.kinderdagverblijfoase.nl,10047166,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3871&currentPage=0,Kinderdagverblijf OASE,05/15/2007,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30782
135840156,04/14/2015,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf OASE,23,Ja,01/01/2010,Minahassastraat 37 ,1094RT,Amsterdam,4.9351845,52.3605518,Kinderdagverblijf OASE,34267678,VOF,Minahassastraat 37 ,1094RT,AMSTERDAM,,Minahassastraat 37 ,1094RT,AMSTERDAM,,,020-8854495',info@kinderdagverblijfoase.nl,http://www.kinderdagverblijfoase.nl,10047166,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3871&currentPage=0,Kinderdagverblijf OASE,05/15/2007,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=30782
634936384,06/20/2012,Jaarlijks inspectiebezoek,geel,Partou KDV Entrepothof 48,88,Nee,01/01/2010,Entrepothof 48 ,1019DJ,Amsterdam,4.9359356,52.3689851,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19590024,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31979
634936384,12/04/2013,Jaarlijks inspectiebezoek,geel,Partou KDV Entrepothof 48,88,Nee,01/01/2010,Entrepothof 48 ,1019DJ,Amsterdam,4.9359356,52.3689851,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19590024,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31979
634936384,04/02/2014,Jaarlijks inspectiebezoek,geel,Partou KDV Entrepothof 48,88,Nee,01/01/2010,Entrepothof 48 ,1019DJ,Amsterdam,4.9359356,52.3689851,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19590024,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31979
634936384,01/30/2015,Jaarlijks inspectiebezoek,geel,Partou KDV Entrepothof 48,88,Nee,01/01/2010,Entrepothof 48 ,1019DJ,Amsterdam,4.9359356,52.3689851,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19590024,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/01/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31979
901102593,05/22/2012,Jaarlijks inspectiebezoek,oranje,Het Middenhonk B.V.,49,Nee,01/01/2010,Middenweg 90 H,1097BS,Amsterdam,4.9360254,52.3500121,Het Middenhonk BV,34179086,BV,Herengracht 576 ,1017CJ,AMSTERDAM,,,,,,Nina Stroomer,020 5607030',kwaliteitsfunctionaris@hetkinderhonk.nl,http://www.hetkinderhonk.nl,15982742,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3923&currentPage=0,Het Middenhonk BV,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31306
901102593,11/25/2013,Jaarlijks inspectiebezoek,geel,Het Middenhonk B.V.,49,Nee,01/01/2010,Middenweg 90 H,1097BS,Amsterdam,4.9360254,52.3500121,Het Middenhonk BV,34179086,BV,Herengracht 576 ,1017CJ,AMSTERDAM,,,,,,Nina Stroomer,020 5607030',kwaliteitsfunctionaris@hetkinderhonk.nl,http://www.hetkinderhonk.nl,15982742,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3923&currentPage=0,Het Middenhonk BV,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31306
901102593,05/22/2014,Jaarlijks inspectiebezoek,geel,Het Middenhonk B.V.,49,Nee,01/01/2010,Middenweg 90 H,1097BS,Amsterdam,4.9360254,52.3500121,Het Middenhonk BV,34179086,BV,Herengracht 576 ,1017CJ,AMSTERDAM,,,,,,Nina Stroomer,020 5607030',kwaliteitsfunctionaris@hetkinderhonk.nl,http://www.hetkinderhonk.nl,15982742,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3923&currentPage=0,Het Middenhonk BV,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31306
901102593,01/08/2015,Incidenteel inspectiebezoek,rood,Het Middenhonk B.V.,49,Nee,01/01/2010,Middenweg 90 H,1097BS,Amsterdam,4.9360254,52.3500121,Het Middenhonk BV,34179086,BV,Herengracht 576 ,1017CJ,AMSTERDAM,,,,,,Nina Stroomer,020 5607030',kwaliteitsfunctionaris@hetkinderhonk.nl,http://www.hetkinderhonk.nl,15982742,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3923&currentPage=0,Het Middenhonk BV,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31306
740272007,08/21/2012,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf Safari Kids ,15,Nee,05/24/2011,Javastraat 110 H,1094HN,Amsterdam,4.9369441,52.3636228,Laamimach,34368338,Eenmanszaak,,,,,Javastraat 110 H,1094HN,Amsterdam,,,06 34017907',kinderopvangsafarikids@live.nl,http://www.kinderopvangsafarikids.nl,14597640,,,07/10/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=77400
740272007,08/12/2013,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf Safari Kids ,15,Nee,05/24/2011,Javastraat 110 H,1094HN,Amsterdam,4.9369441,52.3636228,Laamimach,34368338,Eenmanszaak,,,,,Javastraat 110 H,1094HN,Amsterdam,,,06 34017907',kinderopvangsafarikids@live.nl,http://www.kinderopvangsafarikids.nl,14597640,,,07/10/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=77400
740272007,03/12/2014,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf Safari Kids ,15,Nee,05/24/2011,Javastraat 110 H,1094HN,Amsterdam,4.9369441,52.3636228,Laamimach,34368338,Eenmanszaak,,,,,Javastraat 110 H,1094HN,Amsterdam,,,06 34017907',kinderopvangsafarikids@live.nl,http://www.kinderopvangsafarikids.nl,14597640,,,07/10/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=77400
740272007,05/22/2015,Jaarlijks inspectiebezoek,geel,Kinderdagverblijf Safari Kids ,15,Nee,05/24/2011,Javastraat 110 H,1094HN,Amsterdam,4.9369441,52.3636228,Laamimach,34368338,Eenmanszaak,,,,,Javastraat 110 H,1094HN,Amsterdam,,,06 34017907',kinderopvangsafarikids@live.nl,http://www.kinderopvangsafarikids.nl,14597640,,,07/10/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=77400
305501574,03/19/2014,Jaarlijks inspectiebezoek,geel,Little Pumpkin,16,Nee,07/10/2013,Robert Kochplantsoen 42 ,1097GK,Amsterdam,4.9374827,52.3467285,Little Pumpkin,55675646,VOF,Robert Kochplantsoen 42 ,1097GK,AMSTERDAM,,Robert Kochplantsoen 42 ,1097GK,AMSTERDAM,,Mevrouw A. van de Beek,020 7719706',info@little-pumpkin.nl,http://www.little-pumpkin.nl,25304542,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=10872&currentPage=0,Little Pumpkin,05/23/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=105078
305501574,03/12/2015,Jaarlijks inspectiebezoek,geel,Little Pumpkin,16,Nee,07/10/2013,Robert Kochplantsoen 42 ,1097GK,Amsterdam,4.9374827,52.3467285,Little Pumpkin,55675646,VOF,Robert Kochplantsoen 42 ,1097GK,AMSTERDAM,,Robert Kochplantsoen 42 ,1097GK,AMSTERDAM,,Mevrouw A. van de Beek,020 7719706',info@little-pumpkin.nl,http://www.little-pumpkin.nl,25304542,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=10872&currentPage=0,Little Pumpkin,05/23/2013,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=105078
781012661,06/24/2013,Jaarlijks inspectiebezoek,groen,Peuteropvang de Meerbeer,14,Ja,01/17/2012,Van 't Hofflaan 52 ,1097EP,Amsterdam,4.9378427,52.3489905,Stichting Dynamo Welzijn,41204927,Stichting,Postbus 93500,1090EA,Amsterdam,,,,,,Y. Maas,020 4609300',ymaas@dynamo-amsterdam.nl,http://www.dynamo-amsterdam.nl,24156469,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9024&currentPage=0,Stichting Dynamo Welzijn,11/16/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=84963
781012661,06/24/2014,Jaarlijks inspectiebezoek,groen,Peuteropvang de Meerbeer,14,Ja,01/17/2012,Van 't Hofflaan 52 ,1097EP,Amsterdam,4.9378427,52.3489905,Stichting Dynamo Welzijn,41204927,Stichting,Postbus 93500,1090EA,Amsterdam,,,,,,Y. Maas,020 4609300',ymaas@dynamo-amsterdam.nl,http://www.dynamo-amsterdam.nl,24156469,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9024&currentPage=0,Stichting Dynamo Welzijn,11/16/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=84963
781012661,05/12/2015,Jaarlijks inspectiebezoek,groen,Peuteropvang de Meerbeer,14,Ja,01/17/2012,Van 't Hofflaan 52 ,1097EP,Amsterdam,4.9378427,52.3489905,Stichting Dynamo Welzijn,41204927,Stichting,Postbus 93500,1090EA,Amsterdam,,,,,,Y. Maas,020 4609300',ymaas@dynamo-amsterdam.nl,http://www.dynamo-amsterdam.nl,24156469,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9024&currentPage=0,Stichting Dynamo Welzijn,11/16/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=84963
222005178,02/27/2013,Jaarlijks inspectiebezoek,groen,Partou KDV C. van Eesterenlaan 216-228,48,Ja,01/01/2010,C. van Eesterenlaan 216 ,1019JL,Amsterdam,4.9381288,52.3713483,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589999,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/17/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31996
222005178,09/23/2014,Jaarlijks inspectiebezoek,oranje,Partou KDV C. van Eesterenlaan 216-228,48,Ja,01/01/2010,C. van Eesterenlaan 216 ,1019JL,Amsterdam,4.9381288,52.3713483,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589999,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/17/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31996
222005178,04/16/2015,Jaarlijks inspectiebezoek,geel,Partou KDV C. van Eesterenlaan 216-228,48,Ja,01/01/2010,C. van Eesterenlaan 216 ,1019JL,Amsterdam,4.9381288,52.3713483,Partou B.V.,30225440,BV,Postbus 396,4130EJ,VIANEN UT,,,,,,Secretariaat,088-2357550',regiosecretariaat@partou.nl,http://www.partou.nl,19589999,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1136&currentPage=0,Partou B.V.,01/17/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31996
148731570,02/09/2012,Jaarlijks inspectiebezoek,groen,Nieuwendam,50,Ja,01/01/2010,Het Breed 3 ,1025HR,Amsterdam,4.9384259,52.395679,TintelTuin B.V.,34327012,BV,tt. Vasumweg 44 ,1033SC,AMSTERDAM,,Het Breed 3 ,1025HR,AMSTERDAM,,,020-6328557',,,13602845,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1567&currentPage=0,TintelTuin B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31366
148731570,08/08/2013,Jaarlijks inspectiebezoek,groen,Nieuwendam,50,Ja,01/01/2010,Het Breed 3 ,1025HR,Amsterdam,4.9384259,52.395679,TintelTuin B.V.,34327012,BV,tt. Vasumweg 44 ,1033SC,AMSTERDAM,,Het Breed 3 ,1025HR,AMSTERDAM,,,020-6328557',,,13602845,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1567&currentPage=0,TintelTuin B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31366
148731570,09/18/2014,Jaarlijks inspectiebezoek,geel,Nieuwendam,50,Ja,01/01/2010,Het Breed 3 ,1025HR,Amsterdam,4.9384259,52.395679,TintelTuin B.V.,34327012,BV,tt. Vasumweg 44 ,1033SC,AMSTERDAM,,Het Breed 3 ,1025HR,AMSTERDAM,,,020-6328557',,,13602845,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=1567&currentPage=0,TintelTuin B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31366
